Token,File_Type,Count
oCancelRequestAnimationFrame,.js,1
Normal,.rb,1
msCancelRequestAnimationFrame,.js,1
ARIA2,.js,1
normal,.rb,1
TECHS,.js,1
WCAG,.js,1
TR,.js,1
Lock,.js,1
200ms,.js,1
Double,.js,1
w3,.js,1
submission,.js,1
tapped,.js,1
Screen,.js,1
452758,.log,1
471242,.log,1
requestAnimationFrame,.js,1
First,.rb,1
playbook,.js,1
lame,.js,1
therefore,.js,1
alternative,.js,1
CSSMatrix,.js,1
Needed,.js,1
532815,.log,1
hp,.js,1
MD5,.rb,1
hexdigest,.rb,1
tablet,.js,1
focusing,.js,1
Form,.rb,1
011s,.log,1
throwing,.js,1
m11,.js,1
Link,.rb,1
unused,.js,1
Transaction,.rb,1
follow,.rb,1
jshint,.js,1
Slow,.js,1
471569,.log,1
179ms,.log,1
beginning,.rb,1
Perform,.rb,1
Known,.rb,1
gen_runseq,.rb,1
521582,.log,1
iri,.js,1
scottsplayground,.js,1
Solution,.rb,1
prefilter,.js,1
Gonzalez,.js,1
Proxy,.js,1
Scott,.js,1
Selector,.js,1
Callback,.js,1
easier,.js,1
delegation,.js,1
799,.rb,1
contributed,.js,1
implement,.js,1
517852,.log,1
659c6e71bee0,.log,1
Or,.js,1
gen_helpers,.rb,1
spec,.js,1
gen_class,.rb,1
gen_freemind,.rb,1
themes,.rb,1
gen_xmain,.rb,1
gen_models,.rb,1
ftp,.js,1
v4,.js,1
uE000,.js,1
job,.rb,1
NaN,.js,1
Invalid,.js,1
wiki,.js,1
Luhn,.js,1
uF8FF,.js,1
452489,.log,1
452635,.log,1
spaces,.js,1
452773,.log,1
dashes,.js,1
471237,.log,1
147ms,.log,1
aborted,.js,1
D,.js,1
Basing,.js,1
ean,.js,1
general_info,.js,1
Valid_Credit_Card_Types,.js,1
19,.js,1
revalidate,.js,1
avoiding,.js,1
471557,.log,1
json,.js,1
uniqueport,.js,1
rake_views,.rb,1
gen_services,.rb,1
provided,.rb,1
gen_controller,.rb,1
513591,.log,1
Matteo,.js,1
173ms,.log,1
mkdir_p,.rb,1
487685,.log,1
453078,.log,1
Spinelli,.js,1
452940,.log,1
452796,.log,1
No,.rb,1
compared,.js,1
Parameters,.rb,1
is_a,.rb,1
repeated,.rb,1
dup_hash,.rb,1
actio,.log,1
compability,.js,1
backwards,.js,1
convert,.js,1
remember,.rb,1
549365,.log,1
me,.rb,1
49ms,.log,1
own_xmain,.rb,1
Bug,.rb,1
1910,.log,1
evaluate,.js,1
Rspec,.rb,1
multipage,.js,1
raven,.rb,1
getsentry,.rb,1
to_unsalfe_h,.rb,1
problem,.js,1
bug,.rb,1
01,.js,1
insert_before,.rb,1
Retrieved,.js,1
28type,.js,1
delete_element,.rb,1
new_note,.log,1
specs,.js,1
gemhelp,.rb,1
gen_module_controller,.rb,1
C,.log,1
whatwg,.js,1
s_controller,.rb,1
From,.js,1
66099197bee04239f363b155,.log,1
CRE,.log,1
Converts,.js,1
overrided,.rb,1
ranges,.js,1
4354,.log,1
fields,.js,1
dup,.rb,1
SELECT,.js,1
translate3d,.js,1
createConsumer,.js,1
caused,.js,1
newResetActivePageHeight,.js,1
performance,.js,1
reinstate,.js,1
User,.js,1
250px,.js,1
to_latex,.rb,1
touchscreens,.js,1
wikipedia,.js,1
removeAttrs,.js,1
convert,.rb,1
retrieve,.js,1
separated,.js,1
ToHtml,.rb,1
starting,.js,1
layout,.js,1
Fixed,.rb,1
Main,.js,1
ANDROID,.js,1
thanks,.js,1
Capitalize,.rb,1
BUG,.js,1
missing,.js,1
insert,.rb,1
ActionCable,.js,1
cable,.js,1
require_tree,.js,1
send_file,.rb,1
543131,.log,1
174ms,.log,1
538169,.log,1
querySelectorAll,.js,1
scrollToElement,.js,1
529850,.log,1
querySelector,.js,1
scrollToPage,.js,1
1493418930081,.rb,1
done,.rb,1
isReady,.js,1
Action,.js,1
require_self,.js,1
Cable,.js,1
pdflatex,.rb,1
WebSockets,.js,1
Rails,.js,1
You,.js,1
WebSocket,.js,1
features,.js,1
modified,.rb,1
channel,.js,1
507405,.log,1
action_cable,.js,1
inspect,.rb,1
nodes,.rb,1
583784,.log,1
cases,.rb,1
eventually,.js,1
shud,.js,1
interim,.js,1
17926,.log,1
11165,.log,1
Zaefferer,.js,1
img,.rb,1
91819,.rb,1
1142616,.log,1
48889,.rb,1
597ms,.log,1
861344,.log,1
CDATA,.rb,1
align,.rb,1
form_article,.log,1
intro,.rb,1
rdoc,.rb,1
rn,.js,1
3948,.log,1
xm,.log,1
J,.js,1
624546,.log,1
HTML5,.rb,1
581926,.log,1
TransitionProperty,.js,1
put,.js,1
anyway,.js,1
printer,.rb,1
ActionView,.rb,1
789745,.log,1
absolute,.rb,1
model_exists,.rb,1
cli,.rb,1
sometimes,.rb,1
Ignoring,.js,1
Markup,.rb,1
785896,.log,1
659c6e71b,.log,1
RDoc,.rb,1
END,.rb,1
DateHelper,.rb,1
warn,.js,1
date_field_tag,.rb,1
WHEN,.js,1
jqm,.rb,1
YOU,.js,1
time_field,.rb,1
SET,.js,1
timebox,.rb,1
datetime_select_thai,.rb,1
datetime_select,.rb,1
point,.rb,1
Nothing,.js,1
clearInterval,.js,1
215ms,.log,1
Static,.js,1
Experimental,.js,1
ActionDispatch,.log,1
request,.log,1
metaKey,.js,1
clear_xmains,.rb,1
_fake,.js,1
Context,.log,1
parameters,.log,1
31mUnpermitted,.log,1
0x60ee9d577bb3,.log,1
gmail,.log,1
net,.log,1
kulsoft,.log,1
update_all,.rb,1
105362273761620533373,.log,1
process_models,.rb,1
dispatchEvent,.js,1
1273819432637,.rb,1
ID_1098419600,.rb,1
Could,.rb,1
1334737006485,.rb,1
1273819462973,.rb,1
ID_282419531,.rb,1
1493705904561,.rb,1
onkeyup,.js,1
1273819465949,.rb,1
Request,.log,1
0x0000000123477808,.log,1
shiftKey,.js,1
credit,.js,1
touchcancel,.js,1
valueCache,.js,1
DOMMouseScroll,.js,1
rake_tasks,.rb,1
do_search,.rb,1
TEXTAREA,.js,1
createEvent,.js,1
GmaSearch,.rb,1
Constructor,.js,1
card,.js,1
Result,.rb,1
moment,.rb,1
altKey,.js,1
Controller,.rb,1
4371,.log,1
MouseEvents,.js,1
radiobuttons,.js,1
service_id,.rb,1
1913,.log,1
ma_search,.rb,1
3758,.log,1
initMouseEvent,.js,1
onclick,.js,1
ctrlKey,.js,1
ID_855471610,.rb,1
1493768913078,.rb,1
584572,.log,1
wheelDelta,.js,1
ID_959987887,.rb,1
1493768919147,.rb,1
452908,.log,1
453046,.log,1
481647,.log,1
751303,.log,1
1493418879485,.rb,1
offsetParent,.js,1
381ms,.log,1
735839,.log,1
ID_1995497233,.rb,1
3950,.log,1
624553,.log,1
1493718770637,.rb,1
581936,.log,1
562639,.log,1
constant,.js,1
proportional,.js,1
026s,.log,1
67133,.log,1
1493418915637,.rb,1
removeEventListener,.js,1
14750,.log,1
Public,.js,1
ID_429078131,.rb,1
1292122236285,.rb,1
11211,.log,1
17927,.log,1
Proportinally,.js,1
relatedTarget,.js,1
Utilities,.js,1
roles,.rb,1
1273819456867,.rb,1
2F0AeaYSHA08VhraYuDqX2umpNwovKcGNDwlHXFGdH3ivH0B_C_MwV04XW8NZFa14RdJlbA8g,.log,1
ID_1677010054,.rb,1
0006,.js,1
callback,.log,1
584600,.log,1
229ms,.log,1
583812,.log,1
blockFocusCleanup,.js,1
452763,.log,1
543134,.log,1
focusCleanup,.js,1
reduce,.js,1
1493418874718,.rb,1
538172,.log,1
529853,.log,1
left,.rb,1
1292122118499,.rb,1
ID_1957754752,.rb,1
onfocusin,.js,1
1493705885123,.rb,1
afteropen,.js,1
handles,.rb,1
jquery_ujs,.js,1
4787,.js,1
grids,.css,1
based,.css,1
Parse,.js,1
rest,.js,1
1140px,.css,1
Grid,.css,1
V2,.css,1
twitter,.css,1
autodecoded,.js,1
dealt,.js,1
replaced,.js,1
Abstraction,.js,1
35,.css,1
looks,.js,1
commonly,.js,1
85,.css,1
13,.css,1
expression,.js,1
scary,.js,1
39,.css,1
48,.css,1
56,.css,1
74,.css,1
82,.css,1
convertible,.css,1
supply,.css,1
addition,.css,1
my,.css,1
compare,.js,1
exactly,.js,1
paths,.js,1
hasProtocol,.js,1
mailto,.js,1
cleanHash,.js,1
notations,.js,1
preceding,.js,1
exceptionally,.js,1
server,.js,1
filepath,.js,1
aka,.js,1
realtive,.js,1
isAbsoluteUrl,.js,1
thing,.js,1
variant,.js,1
describes,.js,1
asbolute,.js,1
username,.js,1
matter,.js,1
normalize,.js,1
parsed,.js,1
easy,.js,1
91,.css,1
interal,.js,1
guesses,.js,1
225377,.css,1
3e6790,.css,1
recommended,.js,1
999,.css,1
f3f3f3,.css,1
bookmark,.js,1
044062,.css,1
Notes,.js,1
Additional,.js,1
namespacing,.js,1
00415e,.css,1
4b88b6,.css,1
4e89c5,.css,1
vars,.js,1
Fired,.js,1
recorded,.js,1
renamed,.js,1
addition,.js,1
BEFORE,.js,1
Defaults,.js,1
executes,.js,1
fff9df,.css,1
numeric,.js,1
f4c63f,.css,1
Allow,.js,1
5e87b0,.css,1
456f9a,.css,1
And,.js,1
ours,.js,1
object,.css,1
embed,.css,1
touchscreens,.css,1
Smaller,.css,1
screens,.css,1
party,.js,1
public,.js,1
spot,.js,1
jump,.js,1
ability,.js,1
iOS5,.js,1
Restores,.js,1
regarding,.js,1
F,.css,1
G,.css,1
4024,.js,1
flickering,.js,1
tiling,.js,1
simultaneously,.js,1
reenable,.js,1
precautios,.js,1
checks,.js,1
Start,.js,1
refer,.js,1
save,.js,1
collection,.js,1
removePage,.js,1
fail,.js,1
ocurred,.js,1
listen,.js,1
entering,.js,1
redirects,.js,1
observers,.js,1
service,.js,1
responsibility,.js,1
pageloadfailed,.js,1
pageload,.js,1
successfully,.js,1
pageHide,.js,1
dont,.js,1
Enhancing,.js,1
leverage,.js,1
Solutions,.js,1
Having,.js,1
taging,.js,1
chop,.js,1
prepends,.js,1
rewrite,.js,1
gmi,.js,1
couldn,.js,1
divs,.js,1
release,.js,1
pagechangefailed,.js,1
generating,.js,1
except,.js,1
However,.js,1
modifying,.js,1
belonged,.js,1
imprudent,.js,1
seemed,.js,1
Moving,.js,1
displaying,.js,1
IFrame,.js,1
Unspecified,.js,1
IE9,.js,1
hand,.js,1
tracking,.js,1
kill,.js,1
crawling,.js,1
Kill,.js,1
hit,.js,1
sent,.js,1
Even,.js,1
allowSamePageTransitiona,.js,1
unexpectedly,.js,1
formPage,.js,1
noted,.js,1
folks,.js,1
scripts,.js,1
temprorary,.js,1
falsey,.js,1
fires,.js,1
shared,.js,1
minimum,.js,1
kick,.js,1
beforeshow,.js,1
beforehide,.js,1
degradation,.js,1
op,.js,1
scoll,.js,1
existed,.js,1
delayed,.js,1
getLastScroll,.js,1
scrolls,.js,1
directed,.js,1
capability,.js,1
movement,.js,1
4950,.js,1
asset,.js,1
nonsense,.js,1
process,.js,1
simultanious,.js,1
hold,.js,1
receive,.js,1
successful,.js,1
toggled,.js,1
webkitAnimationEnd,.js,1
animationend,.js,1
defer,.js,1
consistency,.js,1
resource,.js,1
regexp,.js,1
Shared,.js,1
brief,.js,1
pagebeforeload,.js,1
reloading,.js,1
duplicated,.js,1
indicate,.js,1
reloaded,.js,1
falling,.js,1
pruning,.js,1
deployed,.js,1
enhancement,.js,1
lacking,.js,1
occurence,.js,1
breaks,.js,1
char,.js,1
parenthesis,.js,1
psuedo,.js,1
_not_,.js,1
otherwords,.js,1
network,.js,1
getDocumentBase,.js,1
fbe26f,.css,1
section,.js,1
disable_enter_key,.js,1
wrap,.css,1
single,.css,1
item,.css,1
fallback,.css,1
Lower,.css,1
percentages,.css,1
older,.css,1
i,.css,1
prevent,.css,1
wrapping,.css,1
fix,.css,1
BB5,.css,1
WebKitPoint,.js,1
gaps,.css,1
49,.css,1
qualifications,.js,1
24,.css,1
19,.css,1
configuration,.css,1
90,.css,1
BrowserNG,.js,1
Series60,.js,1
s60,.js,1
if,.css,1
approaches,.js,1
webkits,.js,1
configurations,.css,1
Lastly,.js,1
far,.js,1
Examples,.js,1
Alman,.js,1
Ben,.js,1
Cowboy,.js,1
License,.js,1
gzipped,.js,1
8kb,.js,1
Minified,.js,1
Source,.js,1
GitHub,.js,1
Home,.js,1
Project,.js,1
Last,.js,1
Script,.js,1
beforecreate,.js,1
boxshadow,.js,1
nosupport,.js,1
shadows,.js,1
ruling,.js,1
alternate,.js,1
reappends,.js,1
script,.js,1
render,.js,1
fixing,.css,1
caused,.css,1
commented,.js,1
URI,.css,1
base64,.css,1
R0lGODlhAQABAID,.css,1
AMDAwAAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw,.css,1
Necessary,.css,1
form,.css,1
clickable,.css,1
IE6,.css,1
While,.css,1
legacy,.css,1
won,.css,1
understand,.css,1
ensures,.css,1
subpixel,.css,1
additional,.css,1
requests,.css,1
occur,.css,1
little,.css,1
overhead,.css,1
1099,.css,1
Padolsey,.js,1
1100,.css,1
James,.js,1
getBoundingClientRect,.js,1
iframe,.css,1
553,.css,1
jdalton,.js,1
500px,.css,1
92,.css,1
problem,.css,1
resort,.js,1
75em,.css,1
increase,.css,1
level,.css,1
12,.css,1
native,.css,1
inputs,.css,1
pageXOffset,.js,1
overflowScrolling,.js,1
bugs,.css,1
linear,.js,1
WebKitTransitionEvent,.js,1
endif,.js,1
status,.css,1
gt,.js,1
527683,.js,1
gist,.js,1
theming,.css,1
does,.css,1
apply,.css,1
at,.css,1
least,.css,1
fully,.js,1
illustrate,.js,1
2373a5,.css,1
300px,.css,1
expect,.js,1
flashing,.css,1
during,.css,1
transitions,.css,1
so,.css,1
we,.css,1
outlines,.css,1
orientations,.css,1
available,.css,1
420px,.css,1
landscape,.css,1
9999999,.css,1
panels,.css,1
Reused,.js,1
200px,.css,1
110px,.css,1
43px,.css,1
part,.js,1
awesomeness,.js,1
separate,.js,1
115px,.css,1
fakefix,.css,1
fouc,.css,1
rendering,.css,1
sans,.js,1
setting,.css,1
ios4,.css,1
leading,.js,1
3373a5,.css,1
4596ce,.css,1
omitted,.js,1
Optional,.js,1
unsets,.css,1
more,.css,1
probably,.css,1
needed,.css,1
99,.css,1
Arguments,.js,1
responsive,.css,1
widths,.css,1
tap,.css,1
Issue,.css,1
2066,.css,1
containers,.css,1
views,.css,1
one,.css,1
always,.css,1
be,.css,1
view,.css,1
post,.css,1
pageload,.css,1
headers,.css,1
Broke,.js,1
ways,.js,1
Tests,.js,1
pre,.css,1
History,.js,1
iframe,.js,1
Remote,.js,1
information,.js,1
abstraction,.js,1
surrounding,.js,1
unfortunate,.js,1
stable,.js,1
While,.js,1
Known,.js,1
Unit,.js,1
Initial,.js,1
Explorer,.js,1
slidein,.css,1
Internet,.js,1
Tested,.js,1
Browsers,.js,1
slideout,.css,1
Versions,.js,1
yourself,.js,1
reside,.js,1
Information,.js,1
document_domain,.js,1
folks,.css,1
Reorganized,.js,1
nice,.css,1
jQtouch,.css,1
EmulateIE7,.js,1
Compatible,.js,1
reported,.js,1
incorrectly,.js,1
Incorporated,.js,1
denied,.js,1
lowered,.js,1
hashchangeDelay,.js,1
Renamed,.js,1
area,.css,1
604,.js,1
non,.css,1
blog,.js,1
nojs,.css,1
paciellogroup,.js,1
techniques,.js,1
Attempted,.js,1
development,.js,1
removable,.js,1
Transitions,.css,1
originally,.css,1
inspired,.css,1
those,.css,1
Normally,.js,1
wasn,.js,1
Overwrite,.js,1
Move,.js,1
helped,.js,1
ends,.js,1
nearest,.js,1
problems,.js,1
floats,.js,1
final,.js,1
decimal,.js,1
jQueryUI,.js,1
4124,.js,1
toFixed,.js,1
FIXME,.js,1
includes,.js,1
aggregate,.js,1
8724,.js,1
increase,.js,1
Allows,.js,1
increased,.js,1
explore,.js,1
beforeCreate,.js,1
throws,.js,1
4784,.js,1
requires,.js,1
desktop,.js,1
opposite,.js,1
slight,.js,1
adjust,.js,1
according,.js,1
declarations,.js,1
explain,.js,1
_setTolerance,.js,1
_setTransition,.js,1
_setCorners,.js,1
_setShadow,.js,1
_setOverlayTheme,.js,1
alreadyAdded,.js,1
valuemin,.js,1
valuemax,.js,1
Cause,.js,1
variables,.js,1
sliderLabel,.js,1
Leave,.js,1
proto,.js,1
monitor,.js,1
Apply,.js,1
calculate,.js,1
clicking,.js,1
blurred,.js,1
Here,.js,1
thif,.js,1
sliders,.js,1
shall,.js,1
nativeonly,.js,1
scrollLeft,.js,1
There,.js,1
hole,.js,1
Multiple,.js,1
solve,.js,1
objects,.js,1
stripping,.js,1
incoming,.js,1
refactor,.js,1
screenWidth,.js,1
subsequent,.js,1
80,.js,1
selecting,.js,1
black,.js,1
lastscroll,.js,1
completely,.js,1
duplicate,.js,1
optgroups,.js,1
createDocumentFragment,.js,1
Are,.js,1
cacheVal,.js,1
record,.js,1
retroactively,.js,1
hasAttribute,.js,1
multiselect,.js,1
populated,.js,1
Restore,.js,1
Aria,.js,1
forcedRebuild,.js,1
favor,.js,1
ignores,.js,1
simplify,.js,1
looping,.js,1
coordinate,.js,1
bigger,.js,1
areas,.js,1
Map,.js,1
stylable,.js,1
hard,.js,1
rebuilt,.js,1
refocus,.js,1
ensuring,.js,1
Suggestion,.js,1
refcounting,.js,1
extremely,.js,1
confusing,.js,1
disappearing,.js,1
sucks,.js,1
actions,.js,1
overlays,.js,1
First,.js,1
menupage,.js,1
exceedingly,.js,1
difference,.js,1
filtervalue,.js,1
New,.js,1
leftover,.js,1
infinite,.js,1
4874,.js,1
why,.js,1
numbers,.js,1
afterclose,.js,1
serve,.js,1
Establish,.js,1
absent,.js,1
Put,.js,1
Cannot,.js,1
remain,.js,1
lines,.js,1
recursion,.js,1
relying,.js,1
5244,.js,1
Unbind,.js,1
specifying,.js,1
Nevertheless,.js,1
desiredPosition,.js,1
Determine,.js,1
Going,.js,1
alter,.js,1
deliniation,.js,1
Seems,.js,1
visual,.js,1
4844,.js,1
4816,.js,1
soon,.js,1
revisited,.js,1
flash,.js,1
blue,.js,1
applying,.js,1
unwind,.js,1
Allowing,.js,1
Copy,.js,1
overwriting,.js,1
Give,.js,1
applications,.js,1
chance,.js,1
Ice,.js,1
Cream,.js,1
Sandwich,.js,1
suffers,.js,1
indexed,.js,1
namely,.js,1
reminiscent,.js,1
uncovered,.js,1
scottjehl,.js,1
Device,.js,1
Bugs,.js,1
reluctance,.js,1
stress,.js,1
histoy,.js,1
expecting,.js,1
_set,.js,1
deprecate,.js,1
cut,.js,1
Autogrow,.js,1
wrt,.js,1
tolerances,.js,1
recalculated,.js,1
509,.js,1
providing,.js,1
BOTH,.js,1
acceptable,.js,1
Filter,.js,1
rename,.js,1
grabbing,.js,1
readability,.js,1
Clamp,.js,1
fit,.js,1
rectangle,.js,1
Try,.js,1
FOR,.js,1
REMOVE,.js,1
Change,.js,1
pasted,.js,1
totally,.js,1
subset,.js,1
filtertext,.js,1
paste,.js,1
searchfield,.js,1
dirty,.js,1
Yes,.js,1
Tack,.js,1
reconstructed,.js,1
Gotta,.js,1
love,.js,1
1mm,.js,1
Comparing,.js,1
ie7,.js,1
wp7,.js,1
ruining,.js,1
selection,.js,1
anymore,.js,1
yes,.js,1
supposed,.js,1
whose,.js,1
restore,.js,1
closure,.js,1
Temporary,.js,1
785,.js,1
Apple,.js,1
8910589,.js,1
smaller,.js,1
dismissed,.js,1
presence,.js,1
Chain,.js,1
3894,.js,1
delegates,.js,1
Right,.js,1
duo,.js,1
solo,.js,1
ipad,.css,1
like,.css,1
dropdown,.css,1
whitespace,.js,1
becomes,.js,1
Regardless,.js,1
void,.js,1
5000000,.css,1
Auto,.js,1
contentinfo,.js,1
new,.css,1
banner,.js,1
theming,.js,1
modules,.js,1
giant,.js,1
gigantic,.js,1
popover_triangle,.css,1
34px,.css,1
expects,.js,1
CSS,.css,1
animations,.css,1
resize,.css,1
archive,.css,1
cagintranet,.css,1
Enforce,.js,1
Classes,.js,1
4116,.js,1
causing,.js,1
That,.js,1
siblings,.js,1
Initialize,.js,1
id,.css,1
main,.css,1
9999,.css,1
equalty,.js,1
become,.js,1
bars,.js,1
crumbs,.css,1
plain,.js,1
recognize,.js,1
Assign,.js,1
160,.js,1
fullsize,.js,1
recreate,.js,1
BUTTON,.js,1
scrolling,.css,1
css,.css,1
Defined,.js,1
modified,.css,1
using,.css,1
attribute,.css,1
selectmenubeforecreate,.js,1
crosses,.js,1
replacing,.js,1
abolute,.js,1
propulate,.js,1
vanilla,.js,1
sanely,.js,1
Scope,.js,1
onto,.js,1
Monkeypatch,.js,1
leaves,.js,1
v13,.js,1
escapes,.js,1
advantage,.js,1
naturally,.js,1
overridden,.js,1
Its,.js,1
symbol,.js,1
originated,.js,1
attempting,.js,1
Look,.js,1
Bindings,.js,1
fetched,.js,1
changing,.js,1
Moved,.js,1
newly,.js,1
anyways,.js,1
entries,.js,1
particular,.js,1
Ensuring,.js,1
reopening,.js,1
engine,.scss,1
unintentionally,.js,1
F90609,.scss,1
EBD1D1,.scss,1
possibility,.js,1
letting,.js,1
defining,.js,1
cloned,.js,1
implemented,.js,1
degrade,.js,1
happened,.js,1
navready,.js,1
courtesy,.js,1
popstates,.js,1
comes,.js,1
swallowing,.js,1
popped,.js,1
hashChanged,.js,1
toHash,.js,1
fromHash,.js,1
additional,.js,1
cleaned,.js,1
borders,.js,1
Buttons,.js,1
regain,.js,1
danger,.js,1
usability,.js,1
crop,.js,1
positioned,.js,1
webkitAnimationStart,.js,1
animationstart,.js,1
wrapAll,.js,1
outward,.js,1
themselves,.js,1
claims,.js,1
uppercased,.js,1
accelerationIncludingGravity,.js,1
zones,.js,1
Keeps,.js,1
devicemotion,.js,1
configuring,.js,1
condition,.js,1
JS,.js,1
brittle,.js,1
accessible,.js,1
5000,.js,1
backs,.js,1
pagecontainer,.js,1
cue,.js,1
however,.js,1
detecting,.js,1
Feature,.js,1
how,.js,1
lte,.js,1
Adds,.js,1
maps,.js,1
Input,.js,1
Weeee,.js,1
costly,.js,1
mention,.js,1
impossible,.js,1
accurately,.js,1
critical,.js,1
lead,.js,1
broken,.js,1
pretty,.js,1
obtrusive,.js,1
requiring,.js,1
serves,.js,1
popular,.js,1
improve,.js,1
overwrite,.js,1
Fennec,.js,1
associate,.js,1
Mobi,.js,1
ios5,.js,1
7458,.js,1
Store,.js,1
destination,.js,1
hasn,.js,1
desc,.js,1
WP7,.js,1
boost,.js,1
significant,.js,1
give,.js,1
twice,.js,1
didn,.js,1
finished,.js,1
processing,.js,1
tells,.js,1
jsnumbering,.js,1
account,.js,1
taking,.js,1
imgParents,.js,1
spliticon,.js,1
IMG,.js,1
lives,.js,1
lowercase,.js,1
having,.js,1
upperCase,.js,1
lowerCase,.js,1
finding,.js,1
1617,.js,1
UID,.js,1
dl,.js,1
executing,.js,1
treats,.js,1
took,.js,1
addr,.js,1
Implement,.js,1
exceptions,.js,1
inits,.js,1
Using,.js,1
3558,.js,1
Deterime,.js,1
character,.js,1
specialized,.js,1
Enter,.js,1
keycode,.js,1
please,.js,1
along,.js,1
limits,.js,1
prevAll,.js,1
d2f0ff,.scss,1
expando,.js,1
_idStringEscape,.js,1
ID,.js,1
afterrefresh,.js,1
redraw,.js,1
opposed,.js,1
Walking,.js,1
1101,.css,1
99999px,.css,1
prevents,.css,1
down,.rb,1
timestamp,.rb,1
suppressed,.rb,1
amd,.js,1
Formatter,.rb,1
contributors,.js,1
distributed,.rb,1
setups,.rb,1
syslog,.rb,1
Syslog,.rb,1
RAILS_LOG_TO_STDOUT,.rb,1
slows,.rb,1
Inc,.js,1
08,.js,1
perfect,.rb,1
don,.rb,1
have,.rb,1
Foundation,.js,1
0600,.js,1
timing,.rb,1
server_timing,.rb,1
04,.js,1
toggle,.rb,1
txt,.rb,1
enable_fragment_cache_logging,.rb,1
PID,.rb,1
report_deprecations,.rb,1
AMD,.js,1
Register,.js,1
Namespace,.js,1
store,.rb,1
mem_cache_store,.rb,1
queuing,.rb,1
backend,.rb,1
Job,.rb,1
separate,.rb,1
queues,.rb,1
queue_adapter,.rb,1
resque,.rb,1
queue_name_prefix,.rb,1
dummy_production,.rb,1
Ignore,.rb,1
bad,.rb,1
addresses,.rb,1
globals,.js,1
immediate,.rb,1
module,.js,1
makes,.rb,1
lookups,.rb,1
fall,.rb,1
default_locale,.rb,1
translation,.rb,1
memory_store,.rb,1
22,.js,1
log_tags,.rb,1
continuous,.rb,1
cache_template_loading,.rb,1
loading,.rb,1
whole,.rb,1
When,.rb,1
single,.rb,1
locally,.rb,1
opensource,.js,1
isn,.rb,1
necessary,.rb,1
It,.rb,1
good,.rb,1
integration,.rb,1
days,.rb,1
some,.rb,1
deploying,.rb,1
CI,.rb,1
hour,.rb,1
instead,.rb,1
rendering,.rb,1
exception,.rb,1
show_exceptions,.rb,1
forgery,.rb,1
allow_forgery_protection,.rb,1
Mailer,.rb,1
mit,.js,1
Spring,.rb,1
php,.js,1
Turn,.rb,1
care,.rb,1
27e3c18acfebab2d47ee7ed37bd50fc4942c8838,.js,1
SHA1,.js,1
Git,.js,1
meantime,.js,1
Suppress,.rb,1
quiet,.rb,1
Uncomment,.rb,1
origin,.rb,1
disable_request_forgery_protection,.rb,1
exclusively,.rb,1
gpl,.js,1
never,.rb,1
need,.rb,1
gnu,.js,1
Remember,.rb,1
scratch,.rb,1
space,.rb,1
wiped,.rb,1
recreated,.rb,1
runs,.rb,1
rely,.rb,1
there,.rb,1
request_id,.rb,1
Prepend,.rb,1
CONTROL,.js,1
ignoring,.js,1
bundler,.rb,1
BACKSPACE,.js,1
18,.js,1
ALT,.js,1
bootsnap,.rb,1
Speed,.rb,1
upstream,.js,1
expensive,.rb,1
operations,.rb,1
orientationChangeEnabled,.js,1
marking,.js,1
opt,.js,1
Ensures,.rb,1
Code,.rb,1
most,.rb,1
allowing,.rb,1
threaded,.rb,1
servers,.rb,1
relying,.rb,1
perform,.rb,1
better,.rb,1
phonegaps,.js,1
automatically,.rb,1
Full,.rb,1
__dir__,.rb,1
CAPS_LOCK,.js,1
BUNDLE_GEMFILE,.rb,1
tmp_restart,.rb,1
forked,.rb,1
together,.rb,1
concurrency,.rb,1
COMMAND_LEFT,.js,1
JRuby,.rb,1
Windows,.rb,1
WEB_CONCURRENCY,.rb,1
specifying,.rb,1
188,.js,1
directive,.rb,1
tells,.rb,1
COMMA,.js,1
forking,.rb,1
advantage,.rb,1
Copy,.rb,1
On,.rb,1
Write,.rb,1
behavior,.rb,1
Allow,.rb,1
puma,.rb,1
restarted,.rb,1
bin,.rb,1
plugin,.rb,1
Loading,.js,1
made,.rb,1
log_level,.rb,1
Include,.rb,1
outside,.rb,1
domain,.rb,1
mount_path,.rb,1
wss,.rb,1
cable,.rb,1
allowed_request_origins,.rb,1
Force,.rb,1
SSL,.rb,1
Strict,.rb,1
Transport,.rb,1
force_ssl,.rb,1
generic,.rb,1
either,.rb,1
useful,.rb,1
subpageIdentifier,.js,1
operation,.rb,1
Translates,.js,1
too,.rb,1
much,.rb,1
inadvertent,.rb,1
exposure,.rb,1
personally,.rb,1
identifiable,.rb,1
PII,.rb,1
Mount,.rb,1
Redirect,.rb,1
Accel,.rb,1
Sendfile,.rb,1
RAILS_MASTER_KEY,.rb,1
decrypt,.rb,1
touchOverflowEnabled,.js,1
encrypted,.rb,1
require_master_key,.rb,1
static,.rb,1
remembered,.js,1
RAILS_SERVE_STATIC_FILES,.rb,1
Compress,.rb,1
preprocessor,.rb,1
css_compressor,.rb,1
Minimum,.js,1
fallback,.rb,1
pipeline,.rb,1
precompiled,.rb,1
missed,.rb,1
limit,.js,1
bothering,.js,1
JavaScripts,.rb,1
asset_host,.rb,1
header,.rb,1
submissions,.js,1
sending,.rb,1
world,.rb,1
accumulates,.rb,1
